VIN,OEM,model_year,time,speed,odometer,geopos
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 19:42:36.652438,101,50000,"-22.107053,17.184849"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 09:06:37.248488,115,20004,"26.322955,-149.710643"
LZB12345678901234,FAW,2023,2025-11-29 01:43:36.517561,39,8004,"71.929800,163.159181"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 15:23:02.279731,83,3927,"10.594393,-108.473387"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 13:53:48.890400,27,4007,"12.603374,-4.252287"
LZB12345678901234,FAW,2023,2025-11-28 22:44:22.071275,75,8005,"30.6714645,82.945883"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 11:03:54.773814,3,60002,"-3.0671595,-154.777930"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-29 03:00:54.762352,13,3933,"0.218625,-63.439744"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 02:48:17.014505,113,11051,"-80.4153195,59.372556"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 07:44:27.683784,78,3933,"81.0978615,89.498165"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 05:26:55.157497,97,60000,"-36.069783,-93.582018"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 15:55:05.684573,112,20006,"9.4176265,132.542631"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-28 08:14:54.043504,60,40009,"-13.102701,104.254128"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 03:21:32.541527,56,20008,"-51.8938385,68.990095"
F654J5DV77JS98654,Ford,2023,2025-11-28 15:56:29.136601,23,22107,"28.3561935,-171.597855"
1V2NC9JX5JC962225,Volvo,2022,2025-11-28 19:47:13.954108,20,11050,"-32.089322,-43.395576"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 07:35:46.976449,7,60009,"48.8092015,-159.479576"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 09:23:37.628047,77,4004,"36.4731865,-5.081912"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 05:43:06.475580,8,4003,"-13.382370,156.536441"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-28 22:02:39.468277,51,10002,"76.753839,131.726562"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 11:35:37.810777,62,3927,"45.143454,-30.096477"
F654J5DV77JS46566,Ford,2024,2025-11-28 15:52:58.003652,34,19619,"-83.798233,-66.161947"
F654J5DV77JS46566,Ford,2024,2025-11-29 05:01:52.058341,77,19617,"58.3397505,1.241633"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 07:18:47.192952,62,3931,"-21.0681285,80.961390"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 05:34:52.948194,50,50004,"-24.6678405,81.433339"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 22:43:36.308426,78,20001,"35.912611,31.426256"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 06:16:43.771418,41,3932,"-50.390168,-24.821517"
F654J5DV77JS98654,Ford,2023,2025-11-28 19:32:51.746076,84,22108,"-55.3546825,164.715043"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 23:32:40.877009,36,60001,"50.864611,39.872749"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-28 13:18:05.998640,20,40000,"-1.694382,-123.956258"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 17:12:27.112015,16,4006,"59.558409,-138.542490"
1V2NC9JX5JC962225,Volvo,2022,2025-11-28 11:37:49.691519,72,11056,"71.6069665,-103.593552"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-29 02:20:55.814057,110,3935,"47.6360465,-112.111706"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 03:31:15.570557,19,10002,"-38.731607,78.464731"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 18:08:59.347819,54,50002,"1.9611655,93.766542"
F654J5DV77JS46566,Ford,2024,2025-11-29 02:34:37.527646,67,19625,"73.587654,-161.458644"
F654J5DV77JS98654,Ford,2023,2025-11-28 17:58:50.094411,70,22109,"-21.2839775,-26.392922"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 23:52:12.650911,27,60009,"23.9487795,11.171788"
LZB12345678901234,FAW,2023,2025-11-28 09:34:11.712667,22,8009,"0.3081235,-122.328215"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-28 06:50:29.377291,43,40006,"-68.6526835,138.152626"
LZB12345678901234,FAW,2023,2025-11-28 18:09:21.731706,85,8001,"57.2156485,112.293271"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 13:29:30.308639,10,13561,"-6.708976,106.733760"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 14:46:55.001690,104,60009,"-47.065582,-52.603031"
F654J5DV77JS98654,Ford,2023,2025-11-28 08:33:48.733889,106,22116,"-54.847428,-146.657852"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 09:27:10.958465,104,13563,"-86.091732,-56.585119"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 00:41:33.397235,94,4002,"-11.3626175,-32.987877"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 18:24:00.216177,109,3928,"5.246784,46.966306"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 05:53:21.005294,0,3926,"32.1335825,-43.857960"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 10:50:52.341544,8,4007,"-69.1235015,-124.753798"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 08:17:43.074995,11,13566,"-23.5169435,-3.088536"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 13:37:31.413025,4,13563,"52.045957,-3.579811"
F654J5DV77JS98654,Ford,2023,2025-11-29 00:08:50.524272,57,22115,"35.0162305,-71.134110"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 15:11:52.561552,79,3928,"-77.8006075,-148.960526"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 18:57:51.532808,92,3933,"56.909536,-171.511903"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 22:54:10.240278,21,3999,"-67.215223,77.045029"
LZB12345678901234,FAW,2023,2025-11-28 22:41:39.294395,48,8000,"-43.3373615,76.990640"
LZB12345678901234,FAW,2023,2025-11-29 02:54:59.908264,102,8003,"26.572713,-145.854617"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 08:27:29.480716,68,13565,"-85.330042,-130.441088"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 23:46:13.603093,0,20003,"30.747493,102.251406"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 07:00:16.302976,102,3929,"85.363894,-42.395849"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 13:22:17.427895,4,13563,"88.601567,116.189956"
F654J5DV77JS46566,Ford,2024,2025-11-28 10:56:28.417744,90,19625,"-32.1763325,35.454079"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 18:48:42.331788,3,20010,"-73.0182685,-94.522519"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 12:03:31.177471,97,20007,"17.9421515,148.664473"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 02:14:15.620425,4,10001,"30.671709,-46.795356"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 03:40:39.673725,103,50006,"-47.769986,-160.918853"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 20:32:38.799903,76,4002,"84.184466,126.425703"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 00:29:34.177189,21,40005,"-34.174317,-81.534365"
1V2NC9JX5JC962225,Volvo,2022,2025-11-28 12:17:49.783609,6,11056,"86.6282225,159.923846"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 10:55:42.335011,93,60001,"-0.7504255,111.135408"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 09:47:19.741639,2,4003,"78.8618955,-12.148600"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 05:39:58.744257,51,20004,"-48.7155255,16.233297"
1V2NC9JX5JC962225,Volvo,2022,2025-11-28 11:22:26.598994,108,11056,"39.7215335,-124.512055"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-28 18:14:01.548058,92,40009,"-74.3913575,-134.215680"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 20:41:56.693890,82,4004,"-79.5633465,63.810658"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 12:45:03.228699,22,60001,"68.8348535,-98.738855"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 10:21:29.047887,9,3934,"20.649729,-178.105606"
F654J5DV77JS98654,Ford,2023,2025-11-28 18:29:53.937157,17,22108,"18.104277,-106.031891"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 06:33:56.136210,92,13563,"-50.932040,-147.566739"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-28 14:44:54.317788,35,40008,"-19.7145715,-26.990578"
F654J5DV77JS98654,Ford,2023,2025-11-28 23:41:56.016880,38,22109,"51.782375,12.332179"
F654J5DV77JS98654,Ford,2023,2025-11-28 16:28:13.771765,43,22115,"20.3685165,-176.070865"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-28 07:54:32.073758,100,10008,"51.6260935,9.740821"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 11:00:17.778578,98,60008,"-56.8033425,-3.563689"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 01:45:08.215574,3,50003,"-18.996776,-46.411169"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 13:03:42.700871,94,60004,"-28.9518665,103.299356"
LZB12345678901234,FAW,2023,2025-11-29 04:56:54.853509,118,8006,"26.4383875,54.515585"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 03:25:24.783370,4,50006,"12.9022865,-116.151522"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 07:09:20.286555,22,60002,"-83.4899405,-103.716297"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 12:15:15.503678,68,4000,"38.883572,167.090622"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 22:06:59.084116,107,13570,"-85.952330,23.349857"
F654J5DV77JS98654,Ford,2023,2025-11-29 01:32:23.907679,46,22110,"84.490810,122.350378"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 21:05:26.087117,98,60003,"-31.286515,97.942882"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 21:51:51.641687,58,60009,"-40.096138,127.772075"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 02:41:22.983151,13,13566,"86.087109,-174.779524"
LZB12345678901234,FAW,2023,2025-11-29 08:08:10.305942,119,8004,"3.7741455,98.800634"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 10:53:40.949349,29,60008,"-39.442449,-119.377045"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 15:55:20.701045,117,60000,"29.8300915,43.023814"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 17:31:21.594076,34,50009,"31.836065,124.220467"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 04:31:38.627147,23,40009,"-65.074940,-69.731029"
F654J5DV77JS46566,Ford,2024,2025-11-28 16:44:20.497387,25,19618,"-58.661735,111.302226"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 16:35:50.207295,82,13563,"-36.745333,-65.247324"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 09:52:52.013599,56,60005,"-12.4899485,-142.324227"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 19:37:38.814777,66,60010,"79.117926,140.491248"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 00:36:00.493409,14,50001,"23.8702915,61.485144"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 21:39:37.843542,70,4002,"-74.2579085,-146.597696"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 11:49:16.618641,52,13561,"-53.5130285,-4.578463"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 02:11:29.855654,110,4001,"31.2321915,45.515448"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-28 16:39:36.031986,47,10000,"27.1906535,-58.165322"
LZB12345678901234,FAW,2023,2025-11-28 20:06:31.386085,114,8009,"-46.229914,150.486013"
F654J5DV77JS98654,Ford,2023,2025-11-28 15:13:56.415223,69,22111,"19.2615135,52.379879"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 13:13:50.140893,22,13565,"4.9485215,-48.433724"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 07:50:56.566324,7,4002,"17.4299245,-74.784471"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 22:14:43.269752,51,13561,"-34.420886,74.181493"
F654J5DV77JS46566,Ford,2024,2025-11-29 03:47:21.515005,9,19624,"-63.555776,11.832760"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 20:04:38.948406,32,3935,"15.307682,-129.000940"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-28 13:04:42.104597,63,40007,"-49.1884765,49.814640"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 18:11:06.296247,86,3931,"55.735995,127.709241"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 03:18:39.589525,42,11052,"-88.5071765,75.517862"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 15:05:33.661906,33,20000,"-89.666904,102.128667"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 01:15:11.679317,89,4007,"65.9116195,81.213914"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 05:06:06.886591,55,4003,"-5.640585,167.698910"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 15:37:01.145364,53,60001,"-42.675898,-126.857632"
F654J5DV77JS46566,Ford,2024,2025-11-28 17:46:54.221135,95,19618,"58.317492,95.094567"
F654J5DV77JS98654,Ford,2023,2025-11-28 13:59:28.594547,61,22107,"-43.5734455,-0.268933"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-28 14:25:46.326153,80,10000,"-89.765179,-132.323345"
F654J5DV77JS98654,Ford,2023,2025-11-28 21:05:46.705658,31,22108,"-51.1229055,-92.464679"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-28 13:44:24.849569,64,10000,"-53.102421,156.634627"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 13:23:03.539730,45,4007,"-42.0336675,-120.835665"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-28 10:07:41.564054,8,40002,"-41.2715545,116.617087"
1V2NC9JX5JC962225,Volvo,2022,2025-11-28 17:42:16.780203,119,11053,"41.3011655,-161.706663"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 08:04:56.511959,22,13560,"58.581309,148.024896"
LZB12345678901234,FAW,2023,2025-11-28 20:01:17.289994,102,8010,"-45.1234805,-136.971321"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-28 16:04:28.311579,116,40001,"45.767344,-101.257452"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 07:33:37.212564,94,20003,"59.5717255,22.203046"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 07:07:55.770155,81,13566,"-40.6567415,-90.552029"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 17:48:53.185062,28,4003,"-48.700452,-174.221808"
F654J5DV77JS46566,Ford,2024,2025-11-28 16:34:53.062508,69,19616,"46.794806,8.290209"
F654J5DV77JS98654,Ford,2023,2025-11-29 05:47:29.958884,65,22111,"-67.2585165,-101.716560"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 22:05:39.768827,28,50000,"-45.463033,5.180000"
LZB12345678901234,FAW,2023,2025-11-29 01:00:01.616554,0,8009,"42.8903215,147.283678"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 03:01:44.739537,15,10007,"29.170554,-1.912966"
F654J5DV77JS98654,Ford,2023,2025-11-29 04:16:10.255177,92,22113,"-66.6575955,148.291357"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 22:49:34.063644,13,20007,"-51.514071,58.947089"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 13:45:49.922345,88,20006,"62.0887335,34.519481"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 16:34:39.319640,117,20010,"66.8537205,-97.249370"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 21:23:31.369022,42,50005,"23.190625,-109.042653"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-28 21:48:15.476918,101,40004,"36.2492705,-85.278593"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 03:20:52.022224,33,13562,"67.501195,46.476641"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 17:05:43.717095,113,20006,"-66.2125755,9.553788"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 21:50:47.953045,20,50004,"35.831860,110.028456"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 20:16:49.918687,74,50001,"-69.944779,169.849110"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 04:43:21.147603,21,50010,"-31.069862,-72.022689"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 16:43:35.185694,21,3927,"13.5625565,-62.185258"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 13:18:31.659159,26,60006,"88.8679585,179.554249"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 05:03:18.177742,74,60007,"66.082017,-66.809574"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-28 10:41:54.723785,107,40008,"13.2425245,-95.899787"
LZB12345678901234,FAW,2023,2025-11-29 00:08:38.875667,67,8010,"1.044962,64.282984"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 20:37:35.387223,118,50002,"-38.2893415,-66.347213"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 21:41:12.693980,40,20009,"29.571015,-55.688756"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 06:57:43.617557,75,60006,"-58.4157735,-164.477442"
F654J5DV77JS98654,Ford,2023,2025-11-29 00:56:09.094657,42,22106,"-45.3735025,-105.830059"
F654J5DV77JS98654,Ford,2023,2025-11-28 18:50:35.804603,91,22115,"23.3196535,-94.500536"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 18:14:03.490131,20,60006,"63.2576525,24.279398"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 14:01:19.587826,17,13570,"89.9410775,-114.910662"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 17:49:44.441054,17,50009,"22.5372915,-122.307637"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 22:59:39.584003,102,13562,"80.5914775,-154.096277"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-28 17:32:45.426520,84,10005,"-9.108397,-114.004584"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 14:38:43.497441,97,50002,"9.4531735,17.059007"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 03:42:11.445116,68,13565,"27.196792,-43.558680"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 14:49:51.433909,21,4007,"49.265501,-8.091950"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 23:44:54.097734,16,20005,"-59.254452,20.370710"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 04:34:54.585199,25,13565,"-86.7256925,161.157844"
F654J5DV77JS46566,Ford,2024,2025-11-29 01:41:24.870602,12,19623,"61.389727,144.516455"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 09:12:53.001542,52,3932,"16.202844,-96.491274"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 14:03:40.381866,120,13570,"71.2977315,-7.957680"
F654J5DV77JS98654,Ford,2023,2025-11-28 19:49:32.784437,37,22116,"-27.1073875,-1.137500"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-29 05:51:41.858230,113,3929,"29.0008945,155.780079"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 02:06:44.620563,103,60006,"41.2334815,65.299439"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 02:58:00.250061,15,20001,"-18.351484,144.361008"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 09:00:40.269557,80,20004,"-12.3725585,55.107573"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 06:25:56.198958,83,40005,"-84.921770,175.499124"
F654J5DV77JS98654,Ford,2023,2025-11-28 10:46:12.128587,48,22114,"57.161244,10.224252"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 19:10:11.213314,3,20002,"26.478793,-8.319758"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 10:53:56.915712,54,4007,"56.340290,-33.422502"
F654J5DV77JS98654,Ford,2023,2025-11-28 19:23:47.403598,30,22112,"-48.610528,-74.896725"
1V2NC9JX5JC962225,Volvo,2022,2025-11-28 19:57:14.225188,108,11057,"-81.8231755,121.066808"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 13:01:57.689567,12,4004,"87.167861,50.156048"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 22:29:23.247459,119,20003,"46.868563,-130.073403"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-28 18:51:22.619681,119,40005,"34.2385405,146.933002"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 03:27:14.349709,21,40000,"50.3516505,-3.721593"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 01:06:20.021635,65,50005,"-45.632004,-168.327451"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-28 17:29:55.708486,94,60009,"-17.446728,106.632196"
LZB12345678901234,FAW,2023,2025-11-28 16:06:20.301018,74,8009,"62.983914,81.016305"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 23:10:06.007952,114,50007,"-54.8189345,-60.075165"
F654J5DV77JS98654,Ford,2023,2025-11-28 19:54:29.701732,26,22109,"-22.895984,12.834051"
F654J5DV77JS98654,Ford,2023,2025-11-28 14:09:17.501775,97,22111,"-58.0822345,34.722178"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 08:20:22.300970,73,20003,"49.0098915,28.042514"
1V2NC9JX5JC962225,Volvo,2022,2025-11-28 09:12:36.599992,109,11052,"-8.1044535,50.894670"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 11:58:15.761338,46,20006,"41.5667015,-174.361916"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 21:58:31.117925,38,13563,"38.6542595,-100.145306"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 20:06:37.262870,48,20008,"78.0663005,45.725907"
LZB12345678901234,FAW,2023,2025-11-29 06:43:19.694528,38,8005,"53.327364,-119.062262"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 05:48:41.541872,48,20009,"-51.9585665,37.680863"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-28 12:32:40.359828,48,40001,"-31.370657,-100.692134"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 11:18:23.849429,74,3930,"-81.9127105,129.391164"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 00:32:04.744035,104,10004,"54.652676,83.101918"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 00:16:15.304006,82,60009,"-79.6325465,-104.759558"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 02:01:41.425688,103,13567,"76.017502,58.712592"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 09:24:20.829213,69,50000,"79.200372,-97.751069"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 21:51:27.200963,65,13566,"-56.5752165,-120.651818"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 18:59:11.565665,115,50004,"62.3605635,161.431632"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 22:55:10.282602,87,13568,"-61.892632,-2.624184"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 10:08:16.257106,95,20001,"-64.677987,-23.153343"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-28 13:23:15.272332,8,10002,"0.528213,171.222270"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-28 18:31:23.570080,52,10004,"-34.8951785,-92.012854"
LZB12345678901234,FAW,2023,2025-11-28 17:47:53.278960,94,8008,"-77.4711325,79.761839"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-29 01:03:31.579479,28,3929,"-11.991733,8.473081"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-28 17:15:36.155345,28,10006,"-2.289980,156.610361"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 18:53:29.033913,105,3927,"49.6391245,-93.982791"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-28 23:24:02.815240,73,10001,"70.640246,-121.054243"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 15:15:07.166306,97,3927,"-54.7627615,136.076748"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 08:24:14.620565,88,13561,"-23.4806915,-56.007598"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 06:38:33.485309,96,60005,"27.334621,-59.868331"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-28 17:13:24.604278,114,20000,"42.463477,-121.191620"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-28 09:59:52.677902,2,3925,"25.3774325,31.672225"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 10:54:52.477625,54,13565,"53.7107215,168.274115"
1V2NC9JX5JC962225,Volvo,2022,2025-11-28 23:06:09.716863,109,11050,"-15.4928865,153.325403"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-28 15:53:26.115085,62,10008,"-18.4601635,-90.160252"
1V2NC9JX5JC962225,Volvo,2022,2025-11-28 12:53:20.195773,24,11056,"2.2249005,63.700098"
LZB12345678901234,FAW,2023,2025-11-28 09:15:42.828614,16,8007,"-61.0319565,-166.718491"
F654J5DV77JS98654,Ford,2023,2025-11-29 04:49:20.912458,77,22111,"-82.917769,-28.457362"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-28 11:04:47.329822,116,4009,"-83.158822,-104.301125"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 02:10:55.565445,47,60006,"-64.6086935,-61.806801"
F654J5DV77JS46566,Ford,2024,2025-11-28 22:00:46.044410,41,19619,"-37.955899,32.886038"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 21:08:26.971187,117,13562,"59.422758,-81.888154"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 08:46:33.044108,97,50004,"-24.419858,-127.102870"
1V2NC9JX5JC962225,Volvo,2022,2025-11-28 18:36:40.561288,88,11053,"72.6539045,33.687844"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 16:29:46.695564,69,13567,"16.4245865,162.922114"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 19:45:01.523596,90,50006,"-14.994557,145.889336"
1V2NC9JX5JC123456,Volvo,2022,2025-11-28 16:35:47.346519,119,13565,"83.7119575,93.931980"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-28 13:59:59.859987,67,10004,"27.017221,-5.013952"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 14:12:38.095046,102,50009,"49.8800535,156.098493"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-28 10:51:08.751786,100,10008,"32.199497,-24.765530"
6FDUF4GY1JSC12345,Scania,2016,2025-11-28 09:21:49.457039,78,50000,"30.812165,-127.129761"
1V2NC9JX5JC962225,Volvo,2022,2025-11-28 12:32:59.546091,78,11057,"-28.280913,51.215472"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-28 22:00:46.722031,46,40005,"-61.835406,-1.105467"
